path;total_conversions;total_conversion_value;total_null
paid search > paid search > Pinterest > Tiktok > Tiktok > display > Pinterest > display > Pinterest > Pinterest > Pinterest;1;3.98;3
paid search > paid search > paid search > paid search > paid search > Pinterest > Tiktok > paid search > paid search > paid search;1;5.2;2
FB > Tiktok;1;0.71;3
snapchat > snapchat > snapchat > snapchat > snapchat > FB > snapchat > FB > snapchat > Tiktok > snapchat > FB;1;9.6;3
FB;1;7.775;2
Pinterest > snapchat > Pinterest > paid search;1;5;2
Pinterest > Pinterest > FB > Tiktok > Tiktok > Pinterest > retargeting> Retargeting;0;0;2
snapchat > paid search;1;1.04;2
snapchat > FB > snapchat > FB;1;5.18;3
FB > FB;1;3.71;3
snapchat > paid search > snapchat > Tiktok;1;3.342;3
paid search > Pinterest;8;23.8124444444444;25
Pinterest > paid search > Tiktok > Tiktok > Pinterest;1;1.6;3
paid search > paid search > Pinterest > paid search;1;9.736;3
paid search > paid search > display > paid search > paid search;1;1.2;3
snapchat > paid search > paid search > paid search > paid search > Pinterest > snapchat > snapchat > paid search > snapchat > snapchat > snapchat > paid search > snapchat > Tiktok;1;4;2
paid search > FB > paid search > paid search > paid search > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;3.173;2
paid search > paid search > paid search > paid search > paid search > Bing > paid search;1;2.435;2
snapchat > FB > snapchat > Tiktok;0;0;2
paid search > paid search > Pinterest > paid search > paid search > Pinterest > Tiktok;1;3.794;3
Pinterest > Pinterest > Tiktok > Pinterest > Tiktok > snapchat > snapchat > Tiktok;0;0;2
Pinterest > paid search > paid search > paid search > paid search > snapchat;1;6.44;2
FB > FB > FB;1;0.459;3
Tiktok > Pinterest > display > display > snapchat > FB > display > snapchat > FB > snapchat > display > display > Pinterest > display > paid search > display > display;1;3.9;3
snapchat > snapchat > paid search > snapchat > snapchat > FB > snapchat > Bing > paid search > paid search > paid search;1;2.27;2
Pinterest > FB > Pinterest;1;1.762;2
display > Bing > Retargeting;1;4.807;2
Pinterest > snapchat > paid search > snapchat > snapchat > paid search > Tiktok;1;2.65;3
Pinterest > Bing > FB > Bing;2;8.004;5
snapchat > FB > snapchat > FB;3;15.501;14
FB > Tiktok > Bing > Pinterest;1;2.454;2
FB > paid search > FB > Tiktok > snapchat > FB;1;12.528;2
paid search > paid search > Pinterest > paid search > paid search > Pinterest > paid search > paid search > paid search > Tiktok > paid search > paid search > paid search > display > Pinterest > paid search > paid search > Pinterest > Pinterest > Tiktok > Tiktok > paid search > Tiktok > Pinterest > Pinterest > Pinterest > Tiktok > Tiktok > Pinterest > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Pinterest > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > paid search;1;5.72;3
offline > paid search > paid search;1;9.25;2
FB;1;2.268;3
FB;6;11.77275;27
FB;30;103.851219512195;117
paid search > snapchat > Tiktok > FB;1;3.334;3
snapchat > FB > snapchat > FB;1;6.36;3
paid search > paid search > paid search > Pinterest > paid search > snapchat > paid search > paid search > snapchat > paid search > Tiktok;1;3.162;3
paid search > paid search > paid search > paid search > FB > paid search > Pinterest > paid search;1;2.8;2
Pinterest > FB;1;7.237;2
paid search > paid search > snapchat > snapchat;1;5.48;2
FB;5;11.8916666666667;15
paid search > retargeting> display > Retargeting;3;8.13;9
FB > paid search > FB > paid search > snapchat > paid search;1;14.651;3
paid search > FB > Tiktok > paid search;1;5.57;2
paid search > paid search > paid search;3;10.51;10
paid search > FB;0;0;3
paid search > paid search > paid search > FB;1;3.255;2
FB > Pinterest;1;2.03;3
Pinterest > snapchat;1;2.758;2
snapchat > FB > FB;0;0;3
Pinterest > Tiktok > paid search;1;5;2
paid search > paid search > paid search;1;2.7;3
snapchat > paid search;1;13.279;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;2.265;3
FB > Pinterest > display;1;4.974;2
snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat > snapchat;1;6.8;2
snapchat > Pinterest > snapchat > Pinterest > snapchat > Pinterest > snapchat > Pinterest;1;2.958;2
paid search > paid search > paid search > paid search > paid search > paid search > paid search > Pinterest > paid search > Pinterest > paid search > Pinterest > Tiktok > Tiktok > paid search > paid search > paid search;1;1.42;3
FB > Bing > FB > Bing > FB > Bing > Tiktok;1;9.069;3
FB > Tiktok > Bing > Pinterest > FB > Bing > FB;1;2.54;3
paid search > paid search > paid search > paid search > paid search > paid search > paid search > Tiktok;0;0;3
Tiktok > paid search > paid search > Pinterest > paid search > Tiktok > paid search > paid search > Tiktok > paid search > paid search > FB > Tiktok > paid search > paid search > Tiktok > Tiktok > Tiktok > Tiktok > paid search > paid search > FB > paid search > paid search > Tiktok > Tiktok > Tiktok > snapchat > paid search > paid search;1;3.772;2
offline > FB;1;2.2;3
FB > FB > FB > FB > snapchat > Pinterest > display > display > display;1;14.84;2
Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > snapchat > Tiktok > Tiktok > Tiktok > Tiktok;1;2.072;3
snapchat > snapchat > snapchat > Pinterest > snapchat > Pinterest > snapchat > FB > snapchat > snapchat > snapchat > snapchat > FB;1;2.83;3
Pinterest > paid search > paid search > paid search > snapchat > FB > Tiktok > paid search > paid search > paid search > paid search > display;0;0;2
snapchat;1;8.08;3
paid search > snapchat > Tiktok > snapchat > snapchat > FB;0;0;2
paid search > paid search > paid search > paid search > paid search > paid search > paid search > FB > paid search > Tiktok;1;3.78;2
paid search > paid search > Tiktok > offline > Tiktok > paid search;1;11.672;3
snapchat > snapchat > snapchat > snapchat > Tiktok;1;2.9;3
FB;1;11.154;2
paid search > Pinterest > display > paid search > Pinterest > display > Pinterest > display > display > Tiktok > Bing > paid search > snapchat > FB > Pinterest;1;8.394;3
Pinterest > Tiktok > Tiktok > paid search > Tiktok > Tiktok > paid search > Tiktok > Tiktok;1;1.7;2
FB > Tiktok > Tiktok;1;1.97;2
snapchat > paid search > snapchat > Pinterest > paid search > paid search > Pinterest > FB > display;1;2.948;2
retargeting> Bing;1;2.046;3
snapchat > snapchat > snapchat > snapchat > snapchat > Tiktok > FB;1;4.064;3
Bing > FB;1;2.259;3
paid search > Tiktok > Pinterest > Tiktok > Tiktok > paid search > paid search > paid search > paid search > paid search > paid search;1;11.518;2
offline > paid search > paid search > FB > FB > display > Tiktok > display > Pinterest > Retargeting;1;49.795;2
offline > FB;1;12.886;3
paid search > paid search > paid search > paid search > paid search > paid search > snapchat;1;2.755;2
FB;1;2.75;3
snapchat > snapchat > Tiktok > display > snapchat > display > snapchat > Tiktok > display > display > display > display;1;4.2;3
paid search > Tiktok > snapchat;1;4.243;2
paid search > paid search > offline > Tiktok > paid search > paid search > paid search > paid search > Tiktok > paid search > paid search;0;0;2
FB > Tiktok > FB;1;1.45;3
paid search > FB;0;0;3
paid search > paid search > paid search > display > display;1;10.8;2
retargeting> Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > paid search > snapchat > FB > Tiktok > Tiktok > Tiktok > FB > Tiktok;2;16.252;5
paid search > Tiktok > paid search > Tiktok > display;0;0;3
paid search > Pinterest > paid search > paid search > paid search > paid search > display;1;2.5;5
Tiktok > Bing > display > Bing > Pinterest;1;2.64;3
display > FB > Tiktok > display > Bing > FB > Tiktok;0;0;2
snapchat > paid search > paid search > snapchat > paid search > paid search > paid search > FB > FB > FB > paid search > paid search;1;2.4;2
snapchat > FB;1;3.289;2
FB;1;3.317;2
paid search > FB > FB;0;0;2
FB > Pinterest;0;0;3
FB;1;16.415;2
snapchat > snapchat > Tiktok > FB > Tiktok;1;4.06;2
paid search > display > display > display > Pinterest > paid search > paid search > Tiktok > paid search > paid search > display > display;0;0;2
snapchat > Pinterest;2;21.752;9
snapchat > snapchat > snapchat > paid search > paid search > Pinterest;1;8.111;2
paid search > paid search > Tiktok > Tiktok > Pinterest > paid search > paid search > Pinterest > paid search;0;0;3
snapchat > Pinterest > snapchat > Pinterest;1;6.005;3
snapchat > display > paid search > Bing > Bing > Bing;1;2.431;2
paid search > paid search > paid search > snapchat > Tiktok > Tiktok > Tiktok > Tiktok > snapchat > FB;1;3.105;2
Pinterest > Pinterest > Tiktok > Tiktok > snapchat > Pinterest > Pinterest;1;4.23;3
paid search > paid search > paid search > paid search > Tiktok;0;0;3
snapchat > paid search > paid search > paid search > paid search > paid search > paid search > paid search;1;7.3;3
paid search > Tiktok > paid search > paid search > paid search > Tiktok > paid search > paid search > Tiktok > paid search;1;1.05;3
snapchat > Tiktok > paid search > paid search > paid search > paid search > paid search > paid search > paid search;0;0;2
Bing > paid search > Bing > Tiktok > Tiktok > Pinterest;0;0;3
paid search > paid search > paid search > FB;1;0.022;3
paid search > paid search > snapchat > snapchat;1;1.28;3
FB > FB > FB > FB > Tiktok;1;4.506;3
snapchat > paid search > FB;1;4.88;3
paid search > paid search > paid search > Pinterest;0;0;3
snapchat > snapchat > Tiktok > Tiktok;1;3.192;2
paid search > paid search > paid search > Pinterest > paid search > retargeting> paid search;0;0;3
snapchat > paid search > snapchat;1;1.4;2
FB;2;11.501;6
FB;1;3.119;2
display > display > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;3.94;3
snapchat > FB;3;11.859;8
snapchat > FB;0;0;3
paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > display > display;1;4.014;2
paid search > Pinterest > Pinterest > display;1;7.598;3
paid search > snapchat > Pinterest;0;0;3
paid search > snapchat > paid search > snapchat > paid search > snapchat > paid search;1;2.788;2
paid search > snapchat > snapchat > FB > display > Pinterest > Tiktok > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search;2;7;6
Pinterest > Pinterest > Tiktok > snapchat > snapchat > Pinterest > Pinterest > snapchat > Pinterest;1;5.18;2
paid search > Pinterest > Pinterest;1;2;2
paid search > display > display > display > display > Tiktok > display > paid search > display > display;1;4.503;3
snapchat > snapchat > Pinterest > FB > Pinterest > Pinterest > Pinterest > Tiktok > FB;1;3.283;3
paid search > Tiktok > Tiktok > paid search > paid search > paid search;1;2.505;2
FB > Pinterest > paid search > Pinterest > Tiktok;1;11.594;2
FB > paid search > paid search > Pinterest > paid search > paid search;1;2.82;2
FB;2;5.935;6
Tiktok > offline > Tiktok;1;1.6565;5
snapchat > snapchat > snapchat > Tiktok;1;3.316;3
snapchat > snapchat;0;0;2
display > Bing > Tiktok > display > Tiktok;1;17.625;3
snapchat > Pinterest;1;1.122;3
paid search > FB > paid search > paid search;1;7.53;3
paid search > FB;1;6.437;3
snapchat > Tiktok > FB > snapchat > snapchat > FB;1;4.0975;5
paid search > Tiktok > paid search > paid search > paid search > paid search;32;142.043897435897;132
FB > FB > paid search > paid search;1;2.8;2
snapchat > snapchat > Pinterest;1;3.1;2
FB > Pinterest > FB;0;0;6
Pinterest > Pinterest > Pinterest > Pinterest > Pinterest > Pinterest;1;1.97;3
FB;1;5.676;2
snapchat > Tiktok > Tiktok > snapchat > FB > snapchat > FB;1;1.631;3
FB > Tiktok;1;2.68;2
Pinterest > Pinterest > paid search > offline;1;3.547;2
Pinterest > snapchat > FB;1;4.795;2
FB > display;1;3.4;3
snapchat > FB;1;5.077;2
FB;79;215.632654545455;378
paid search > Pinterest > FB > paid search > Pinterest > FB > paid search > Tiktok > paid search;1;2;3
paid search > paid search > snapchat > snapchat > Pinterest;0;0;2
snapchat > snapchat > paid search > snapchat > snapchat > snapchat > snapchat > Pinterest;1;2.415;3
snapchat > snapchat > Tiktok > snapchat > FB;2;2.9;6
snapchat;1;2.518;3
snapchat > FB;0;0;2
snapchat > FB;0;0;3
paid search > paid search > paid search > display;1;2.322;2
retargeting> FB;0;0;3
Pinterest > Bing > Bing > Pinterest > Pinterest > display > display > Pinterest > display > Pinterest > Pinterest > snapchat > snapchat > Pinterest > Pinterest > Pinterest;1;3.165;3
FB > FB > snapchat > FB > Tiktok > snapchat > FB;0;0;3
paid search > Tiktok > paid search > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok;1;2.271;5
retargeting> Pinterest > FB > paid search > paid search > retargeting> Pinterest > Tiktok;1;5.513;2
paid search > paid search > paid search > snapchat > Tiktok > FB > Tiktok;1;3.245;2
snapchat > paid search > paid search > paid search > paid search > Tiktok > paid search > paid search > Pinterest > paid search > paid search > Tiktok > Tiktok > paid search > Tiktok > paid search > paid search > paid search > Tiktok;2;4.15;6
paid search > FB;1;7.6;3
snapchat > Tiktok > snapchat > FB;1;1.878;2
paid search > FB > FB;0;0;3
Pinterest > paid search > paid search;3;18.769;9
FB;1;6.5;3
Pinterest > FB > Pinterest;1;2.045;2
snapchat;1;2.6;2
snapchat > snapchat > Pinterest > snapchat > Pinterest;1;5.74;2
paid search > snapchat > paid search > snapchat > snapchat > snapchat > snapchat > paid search;1;3.112;2
paid search > paid search > paid search > paid search > paid search > paid search > Pinterest > Pinterest > Tiktok > display > Pinterest > display > Pinterest > Tiktok > Tiktok > Tiktok > FB > Tiktok > paid search > FB > FB;0;0;2
FB > snapchat > FB > Bing > FB;1;6.404;2
snapchat > Pinterest > Tiktok > Pinterest;1;3.8;3
paid search > Pinterest > FB > FB > FB > FB > Tiktok;1;8.902;2
FB > FB;1;5.996;3
paid search > paid search > snapchat > Pinterest;1;12.55;3
FB;2;11.798;5
FB > FB > FB > Tiktok > FB > Bing;1;1.05;3
Pinterest > retargeting> FB > Retargeting;1;2.7;3
paid search > snapchat > snapchat > FB > paid search > snapchat > FB > paid search;0;0;2
paid search > snapchat > snapchat > FB > FB > FB;1;2.75;2
snapchat > paid search;1;44.017;3
paid search > FB > Tiktok;1;9.15;3
FB;0;0;3
FB > FB > FB > paid search > FB > FB;0;0;2
display > display > retargeting> Retargeting;1;5.471;3
paid search > Pinterest > paid search > paid search > Tiktok > Tiktok > Tiktok > paid search > Tiktok;1;1.926;2
snapchat > snapchat > FB > FB > FB;1;4.476;2
snapchat > Pinterest > FB > FB;1;9.129;2
paid search > paid search > Bing > Bing > Bing;1;2.127;2
FB > snapchat > FB > FB;1;6.493;3
snapchat > FB > snapchat > snapchat > FB > FB;1;5.695;3
paid search > snapchat > paid search > paid search;1;3.742;3
paid search > display > display > Bing;2;7.17;5
snapchat > FB > paid search > paid search > Tiktok;1;3.61;3
snapchat > paid search > snapchat > Tiktok > FB > snapchat > Tiktok > Tiktok;1;13.758;2
paid search > paid search > paid search > paid search > Retargeting;1;8.579;2
paid search > display > Pinterest > display > display > offline;1;3.35;2
paid search > FB > Tiktok;1;9.109;2
Tiktok > FB > FB > FB;1;1.778;3
paid search > paid search > display;0;0;3
Pinterest > Bing > display > display > Bing > Bing > Bing > Tiktok;1;7.53;3
paid search > display > Pinterest > paid search;1;3.296;2
paid search > paid search > Pinterest > paid search > paid search > paid search > Pinterest > paid search > Tiktok;1;2.03;3
paid search > FB > Tiktok > FB > FB > FB;1;2.004;3
Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > Tiktok > snapchat > Tiktok > Tiktok > Bing > Tiktok > Tiktok > Tiktok > Tiktok;1;1.86;2
Bing > FB;1;0.596;3
Bing > Tiktok > Tiktok > Tiktok;1;2.016;3
offline > Tiktok > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > paid search > snapchat > snapchat > paid search > Pinterest > FB > paid search > paid search > snapchat > paid search > paid search > paid search > snapchat > Tiktok > FB > snapchat > offline > snapchat > Tiktok;1;0.938;2
FB > FB;0;0;2
FB > Tiktok > Tiktok;1;7.066;3
paid search > paid search > paid search > display > display > display > paid search > display > paid search > paid search > paid search > paid search > paid search > paid search > paid search > display > paid search > display > paid search > display > Tiktok > display;1;4.344;2
